Course name,Course link,Cover image,Institution,Verified,Start date,Self Paced,Video link,Short description,Course provider image,Enroll now link,About course,Overall rating,All reviews,Instructor name,instructor details,Instructor photo,Course price,length,Effort,Subject,Level,Video transcript,Languages 
Study Abroad USA: Building Capacity for US Institutions,https://www.edx.org/course/study-abroad-usa-building-capacity-us-asux-gbl500x,Images/https://www.edx.org/sites/default/files/course/image/promoted/course_tile_with_flag_and_seal_378x225.jpg,ASUx,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/course_tile_with_flag_and_seal_318x210.jpg?itok=VEWl6l3w,Learn how to build and grow a study abroad program at your US institution of higher education.,Logo/https://www.edx.org/sites/default/files/school/image/logo/asu_university_200x101.png,https://courses.edx.org/register?course_id=course-v1%3AASUx%2BGBL500x%2B3T2016&enrollment_action=enroll&email_opt_in=true,"Brought to you by the US Department of State and Arizona State University, this course is designed for internationally-minded faculty, staff, and administrators working in US higher education institutions who would like to increase rates of study abroad participation. This course is also for people who aspire to work in international education and would like an orientation to the field.",4.5/5,1 Reviews,Dr. Adam Henry,"Director of Study Abroad
Arizona State University",None,FREE,8 weeks,3-5 hours per week,Education & Teacher Training,Introductory,English,English
Comprendre la respiration,https://www.edx.org/course/comprendre-la-respiration-louvainx-louv8x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/comprendre-la-respiration_378x225.jpg,LouvainX,Yes,,Yes,Missing,,Logo/https://www.edx.org/sites/default/files/school/image/banner/ucl-logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3ALouvainX%2BLouv8x%2B1T2017&enrollment_action=enroll&email_opt_in=true,"Pourquoi respirons-nous ? A quoi servent nos poumons ? Quel est le lien entre l’oxygène et la vie ? Ces questions ouvrent un vaste champ de découvertes et de curiosités pour mieux comprendre la  respiration. Ce cours s’adresse à toute personne qui souhaite apprivoiser, s’approprier ou approfondir le fonctionnement de la respiration et des poumons, autrement dit la physiologie respiratoire humaine.
 
Plongés au cœur de l’université et de la pratique hospitalière, durant  sept semaines, vous côtoierez professeurs, professionnels de la santé, internes et étudiants de médecine. Vous y apprendrez des notions de niveau universitaire qui ont été sélectionnées et adaptées afin que toute personne intéressée puisse les comprendre et y donner du sens. Ainsi, nous aborderons des thèmes proches du monde qui vous entoure : la respiration lors d’un effort physique, en altitude, le rôle des polluants atmosphériques, l’asthme….
 
A chaque leçon, un expert abordera des domaines concrets et pratiques : comment apprécier l’oxygénation d’un patient, pourquoi lui administrer de l’oxygène, que signifie hyperventiler….
 
Ce cours vous fera entrer en profondeur dans un monde où l’atmosphère est faite d’anatomie humaine, de physique des volumes et des pressions, de gaz et de sang, d’oxygène et de CO2, de poumons et de tissus, de tabagisme et de bronchite chronique.
 
Au terme de ce cours, vous serez capables de
expliquer et décrire les principes d’oxygénation, de ventilation, de transport et de consommation d’oxygène, de diffusion de gaz entre l’air et le sang… par des schémas et par des calculs utilisant quelques formules fondamentales.
évaluer la quantité et la qualité de l’oxygénation d’un patient,
distinguer les situations normales de celles dites pathologiques.
Table des matières :
Sans oxygène, point de vie sur terre
L’anatomie respiratoire : de la bouche aux alvéoles pulmonaires
La ventilation et les volumes pulmonaires
Les physiciens de la respiration
La Cascade d’Oxygène
L’Hémoglobine, transporteur d’Oxygène dans le sang
Les couleurs de l’oxygène
Le Dioxyde de Carbone (CO2) : bien mieux qu’un déchet de l’organisme
Respirer en altitude ou en avion : une adaptation à l’hypoxie
L’effort physique augmente la consommation d’oxygène
Le poumon du fœtus, c’est le placenta de sa mère
Les polluants atmosphériques, le monoxyde de carbone (CO) et le tabagisme
L’asthme obstrue et enflamme les petites bronches
La bronchite chronique et l’emphysème réduisent l’élasticité des poumons
L’œdème Pulmonaire : le cœur et les poumons sont indissociables
Respiration et bien-être : le yoga et l’hypnose
Compléments de physiologie respiratoire : le surfactant, la compliance, la fibros",4.5/5,8 Reviews,Franck Verschuren,"Chargé de Cours
Université catholique de Louvain",None,FREE,7 semaines,3-5 heures par semaine,Biology & Life Sciences,Introductory,Français,Français
International Human Rights Law,https://www.edx.org/course/international-human-rights-law-louvainx-louv2x,Images/https://www.edx.org/sites/default/files/course/image/promoted/louvainx2_378x225.jpg,LouvainX,Yes,,Yes,Missing,Learn how an individual’s human rights are protected from both public and private power by international laws.,Logo/https://www.edx.org/sites/default/files/school/image/banner/ucl-logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3ALouvainX%2BLouv2x%2B1T2017&enrollment_action=enroll&email_opt_in=true,"Human rights are developed through the constant dialogue between international human rights bodies and domestic courts, in a search that crosses geographical, cultural and legal boundaries. The result is a unique human rights grammar, which this course shall discuss and question, examining the sources of human rights, the rights of individuals, the duties of States, and the mechanisms of protection.",5/5,52 Reviews,Olivier De Schutter,"Professor
Université catholique de Louvain",None,FREE,10 weeks,6-8 hours per week,Law,Advanced,English,English
Financial Institutions and Markets,https://www.edx.org/course/financial-institutions-markets-michiganx-fin403x,Images/https://www.edx.org/sites/default/files/course/image/promoted/corporatefinance_fin403x_378x225.jpg,MichiganX,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/corporatefinance_fin403x_318x210.jpg?itok=HK3oqbxr,Learn about the structure and design of global financial markets and institutions such as banks and credit rating agencies.,Logo/https://www.edx.org/sites/default/files/school/image/logo/michiganx-logo12012015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AMichiganX%2BFIN403x%2B1T2017&enrollment_action=enroll&email_opt_in=true,"This finance course will expose learners to the workings of global financial markets, their key institutional features, and the theoretical underpinnings of their design. Topics will include different types of financial securities such as debt, equity, convertible debt, and preferred stocks traded in the market, their relative advantages and disadvantages and the roles of institutions such as banks, credit rating agencies and institutional investors (such as pension funds and activist investors) in these markets.
Corporate Financial Analysis XSeries",4/5,2 Reviews,Amiyatosh Purnanandam,"Professor of Finance, Ross School of Business
University of Michigan",None,FREE,self-paced; we expect you to complete the course in 30-40 hours,Missing,Economics & Finance,Intermediate,English,English
Video Game Design: Teamwork & Collaboration,https://www.edx.org/course/video-game-design-teamwork-collaboration-ritx-game104x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/game104x_378x225.jpg,RITx,Yes,"Starts on July 23, 2018",Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/game104x_318x210.jpg?itok=GG_w7NCV,"Learn how a team comes together to create, market and deliver a video game.",Logo/https://www.edx.org/sites/default/files/school/image/logo/ritx-logo-200x101.png,https://courses.edx.org/register?course_id=course-v1%3ARITx%2BGAME104x%2B3T2018&enrollment_action=enroll&email_opt_in=true,"Game designers work with a wide range of asset creators, programmers, producers, and others to bring a video game from concept to product.
In this course, you will learn about the different types of teams a game designer is a member of, both large and small.",Missing,Missing,Ian Schreiber,"Assistant Professor, Interactive Games and Media
Rochester Institute of Technology",None,FREE,5 weeks,3 hours per week,Computer Science,Introductory,English,English
MATLAB and Octave for Beginners,https://www.edx.org/course/matlab-octave-beginners-epflx-matlabeoctavebeginnersx,Images/https://www.edx.org/sites/default/files/course/image/promoted/matlab_378x225.jpg,EPFLx,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/matlab_318x210.jpg?itok=uAfwvm0V,"Learn MATLAB and Octave and start experimenting with matrix manipulations, data visualizations, functions and mathematical computations.",Logo/https://www.edx.org/sites/default/files/school/image/banner/epfl_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AEPFLx%2BMatlabeOctaveBeginnersX%2B1T2017&enrollment_action=enroll&email_opt_in=true,"Take an exciting crash course in MATLAB and Octave programming. Both languages allow users to experiment with advanced mathematical functions and produce exciting matrix visualizations.
In this hands-on, self-paced introductory course, students will learn step by step how to use these mathematical tools to write functions, calculate vectors and matrices and plot graphical representations of results. Explore ways to organize your work using scripts and functions to improve productivity.",3/5,2 Reviews,Simone Deparis,"Maitre d’Enseignement et de Recherche
École polytechnique fédérale de Lausanne",None,FREE,4 weeks,6 hours per week,Computer Science,Introductory,English,English
Public Speaking,https://www.edx.org/course/public-speaking-ritx-skills105x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/public_speaking_copy-378225.jpg,RITx,Yes,"Starts on July 31, 2018",Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/public_speaking_copy-318210.jpg?itok=UBLzkoqu,Build confidence as a speaker by learning how to use simple tools and skills to prepare and deliver memorable presentations.,Logo/https://www.edx.org/sites/default/files/school/image/logo/ritx-logo-200x101.png,https://courses.edx.org/register?course_id=course-v1%3ARITx%2BSKILLS105x%2B3T2018&enrollment_action=enroll&email_opt_in=true,"When asked, many people cite public speaking as one of their biggest fears. In fact, many renowned public speakers admit that they were once extremely anxious about speaking in front of groups.
Good public speaking is more than a performance. It is the result of:
Critical thinking
Well-organized narrative
Reasoning
Research
Preparation",Missing,Missing,Andrea Hickerson PhD,"Director, School of Communication and Associate Professor
Rochester Institute of Technology",None,FREE,3 weeks,6-8 hours per week,Business & Management,Introductory,English,English
"Electricity & Magnetism, Part 2",https://www.edx.org/course/electricity-magnetism-part-2-ricex-phys102-2x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/electricity-and-magnetism-part-2_378x225.jpg,RiceX,Yes,,Yes,Missing,"PHYS 102.2x serves as an introduction to the magnetic field, how it is created by currents and magnetic materials, induction and inductors, and AC circuits.",Logo/https://www.edx.org/sites/default/files/school/image/banner/rice_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3ARiceX%2BPHYS102.2x%2B3T2016&enrollment_action=enroll&email_opt_in=true,"PHYS 102x serves as an introduction to electricity and magnetism, following the standard second semester college physics sequence. Part 2 begins with the nature of the magnetic field and how it is created by current distributions and magnetic materials. Next, Faraday’s law of induction is described, as well as some of its applications and interesting effects. Finally, inductors and AC circuits are covered, including RLC circuits, reactances of circuit elements, and resonance. PHYS 102.2x consists of 5 weekly learning sequences, each with ~1.5 hours of video lectures, conceptual lecture problems, and online homework questions. The course concludes with an online exam during the 6th week. ",4.5/5,5 Reviews,Jason Hafner,"Professor of Physics, Astronomy and Chemistry
Rice University",None,FREE,7 weeks,8-10 hours per week,Physics,Intermediate,English,English
Inspiring and Motivating Arts and Culture Teams,https://www.edx.org/course/inspiring-motivating-arts-culture-teams-michiganx-artsadminx,Images/https://www.edx.org/sites/default/files/course/image/promoted/umich_lpt_nas_378x225.jpg,MichiganX,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/umich_lpt_nas_318x210.jpg?itok=hpQmKJSp,"Learn critical leadership skills that enable you to inspire and motivate individuals and teams, specifically in arts and culture organizations.",Logo/https://www.edx.org/sites/default/files/school/image/logo/michiganx-logo12012015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AMichiganX%2BArtsAdminX%2B3T2016&enrollment_action=enroll&email_opt_in=true,"Offered by the Ross School of Business at the University of Michigan in collaboration with National Arts Strategies, this course focuses on equipping leaders in the cultural sector with the critical skills for inspiring employee engagement and performance while motivating people to adjust behavior and embrace change.",0/5,0 Reviews,Scott DeRue PhD,"Edward J. Frey Dean of the Stephen M. Ross School of Business
University of Michigan",None,FREE,5 weeks,3-5 hours per week,Business & Management,Introductory,English,English
"Sistemas de Información y ordenadores, Parte 1: Sistemas de información para la empresa",https://www.edx.org/course/sistemas-de-informacion-y-ordenadores-upvalenciax-sic101-1x,Images/https://www.edx.org/sites/default/files/course/image/promoted/isc101.1x_378x225.jpg,UPValenciaX,Yes,,Yes,Missing,Conoce los fundamentos de los sistemas de información para la empresa. Curso 1 de 5 de una serie que te introducirá en el apasionante mundo de las TIC.,Logo/https://www.edx.org/sites/default/files/school/image/logo/upv_200x101.jpg,https://courses.edx.org/register?course_id=course-v1%3AUPValenciaX%2BSIC101.1x%2B3T2016&enrollment_action=enroll&email_opt_in=true,"Esta es el primero de una serie de cursos de introducción al uso de sistemas de información en las empresas, diseñada en base al el temario del examen USA CLEP Sistemas de Información y Aplicaciones Informáticas que te introducirá en el apasionante mundo de las TIC.
En este curso, aprenderás los conceptos básicos sobre los sistemas de información y sus aplicaciones en la empresa.",0/5,0 Reviews,Vicent Botti Navarro,"Full Professor of Computer Sciences
Universitat Politècnica de València",None,FREE,4 semanas,3 horas a la semana,Computer Science,Introductory,Español,Español
Excel 2: Gestión de datos,https://www.edx.org/course/excel-2-gestion-de-datos-upvalenciax-xls201x,Images/https://www.edx.org/sites/default/files/course/image/promoted/xls201x_thumbnail.jpg,UPValenciaX,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/xls201x_thumbnail_318x210.jpg?itok=6nB_iI86,En este curso profundizarás en las herramientas para el tratamiento y manejo de datos que ofrece Excel.,Logo/https://www.edx.org/sites/default/files/school/image/logo/upv_200x101.jpg,https://courses.edx.org/register?course_id=course-v1%3AUPValenciaX%2BXLS201x%2B3T2016&enrollment_action=enroll&email_opt_in=true,"Este es un curso de nivel intermedio que te permitirá trabajar con datos para su tratamiento y extraer conclusiones mediante el agrupamiento de datos, el uso de tablas y gráficos dinámicos, la realización de análisis de hipótesis y la vinculación de datos de otras hojas de cálculo. El curso que se propone es ideal para aquellos que tratan con gran cantidad de datos, ya sea su ámbito laboral el de la empresa, las administraciones públicas o el de la investigación, ya que les permitirá extraer información de manera sencilla y ágil, todo ello orientado a la toma de decisiones en sus actividades diarias.
Trabajar con plantillas y hojas vinculadas
Trabajar con grupos de datos
Tablas y gráficos dinámicos
Ampliación del uso de funciones de cálculo
Análisis de hipótesis
Otras utilidades
Examen Final",4/5,2 Reviews,Jaime Busquets Mataix,"Jefe de Servicio de Sistemas y Redes de Comunicación
Universitat Politècnica de València",None,FREE,6 semanas,4 horas a la semana,Computer Science,Intermediate,Español,Español
Well and Able - Improving the Physical Health of People with Intellectual Disability,https://www.edx.org/course/well-able-improving-physical-health-uqx-able201x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/able201x-image-378x225.jpg,UQx,Yes,,Yes,Missing,Learn how to help those with intellectual disability achieve better health.,Logo/https://www.edx.org/sites/default/files/school/image/banner/queensland_logo_200x101_0_0.png,https://courses.edx.org/register?course_id=course-v1%3AUQx%2BABLE201x%2B3T2016&enrollment_action=enroll&email_opt_in=true,"This health course will examine the specific physical health issues that affect people with an intellectual disability including, oral health, syndrome specific health issues, health communication, especially for non-verbal patients, sexual health, and interactions between tertiary and primary healthcare systems. There is a special section on complex care including issues associated with aging and spasticity, and the health impacts of epilepsy.",4.5/5,1 Reviews,Nicholas Lennox,"Director of the Queensland Centre for Intellectual and Developmental Disability
The University of Queensland",None,FREE,4-5 weeks,1-2 hours per week,Medicine,Introductory,English,English
Able-Minded - Mental Health and People with Intellectual Disability,https://www.edx.org/course/able-minded-mental-health-people-uqx-able301x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/able301x-image-378x225.jpg,UQx,Yes,,Yes,Missing,Gain an understanding of mental health issues and ethical decision-making for people with intellectual disability.,Logo/https://www.edx.org/sites/default/files/school/image/banner/queensland_logo_200x101_0_0.png,https://courses.edx.org/register?course_id=course-v1%3AUQx%2BABLE301x%2B3T2016&enrollment_action=enroll&email_opt_in=true,"This health course will focus on the mental health issues of people with intellectual disability.
You will learn about the complexities of diagnosing mental health issues in people with intellectual disabilities and the types of disorders, assessments, screenings, and treatments used. There will also be a special focus on the legal and ethical complexities in health practice with patients who often require substituted consent.",2.5/5,1 Reviews,Nicholas Lennox,"Director of the Queensland Centre for Intellectual and Developmental Disability
The University of Queensland",None,FREE,5 weeks,1-2 hours per week,Medicine,Intermediate,English,English
Through my Eyes – Intellectual Disability Healthcare around the World,https://www.edx.org/course/through-eyes-intellectual-disability-uqx-able101x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/able101x-image-378x225.jpg,UQx,Yes,,Yes,Missing,"Learn, from personal stories, the daily life and challenges faced by those with intellectual disabilities. ",Logo/https://www.edx.org/sites/default/files/school/image/banner/queensland_logo_200x101_0_0.png,https://courses.edx.org/register?course_id=course-v1%3AUQx%2BAble101x%2B3T2016&enrollment_action=enroll&email_opt_in=true,"This health course focuses on the stories of people with intellectual disabilities around the world, as well as their families and supporters.
You will learn about the challenges and aid received in healthcare for people with intellectual disabilities, including their experience of specific syndromes and communication difficulties, and how they stay healthy.",4.5/5,1 Reviews,Nicholas Lennox,"Director of the Queensland Centre for Intellectual and Developmental Disability
The University of Queensland",None,FREE,4 weeks,1-2 hours per week,Medicine,Introductory,English,English
Project Risk Assessment,https://www.edx.org/course/project-risk-assessment-michiganx-fin402x,Images/https://www.edx.org/sites/default/files/course/image/promoted/corporatefinance_fin402x_378x225.jpg,MichiganX,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/corporatefinance_fin402x_318x210.jpg?itok=Qr5SkYr2,Learn how to conduct risk analysis of different projects using both conceptual and practical developments in modern finance.,Logo/https://www.edx.org/sites/default/files/school/image/logo/michiganx-logo12012015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AMichiganX%2BFIN402x%2B3T2016&enrollment_action=enroll&email_opt_in=true,"This finance course will begin by exposing learners to the critical role risk plays in evaluating projects.
This course will involve detailed exposure to statistical modeling and data analytics to measure the different drivers of value creation and appreciate how companies should make decisions in the real world. While no theory is perfect, this course will provide time-tested foundational aspects of risk important to understanding the value of projects.
Corporate Financial Analysis XSeriesFinancial Decision Rules for Project Evaluation",5/5,5 Reviews,Gautam Kaul,"Professor of Finance, Ross School of Business
University of Michigan",None,FREE,self-paced; we expect you to complete the course in 30-40 hours,Missing,Economics & Finance,Intermediate,English,English
Economic Democracy: The Cooperative Alternative,https://www.edx.org/course/economic-democracy-cooperative-edinburghx-coopsx,Images/https://www.edx.org/sites/default/files/course/image/promoted/edin_course_378x225.jpg,EdinburghX,Yes,,Yes,Missing,"Could a cooperative market economy, in which firms are owned and controlled by their workers, be a viable and efficient alternative to capitalism?",Logo/https://www.edx.org/sites/default/files/school/image/logo/edinburghx_-logo-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AEdinburghX%2BCOOPSx%2B2T2016&enrollment_action=enroll&email_opt_in=true,"What would happen if workers ran their own businesses? Would worker-managed firms make the same decisions as their capitalist counterparts? Could such an economy be efficient? What policies could be deployed to promote a cooperative sector?
This course will focus on these central questions as we discuss the internal impact of employee ownership; productivity, governance and management, as well as the external impact of employee ownership; spillovers for health, democracy, and the local economy.
This course was created in collaboration with the following institutions:",4.5/5,2 Reviews,Donald A. R. George,"Senior Lecturer (Associate Professor) of Economics
The University of Edinburgh",None,FREE,6 weeks,2-3 hours per week,Economics & Finance,Introductory,English,English
Using Python for Research,https://www.edx.org/course/using-python-research-harvardx-ph526x,Images/https://www.edx.org/sites/default/files/course/image/promoted/copy_of_courseimage_ph526x_usingpythonforresearch_378x225.jpg,HarvardX,Yes,,Yes,Missing,Take your introductory knowledge of Python programming to the next level and learn how to use Python 3 for your research.,Logo/https://www.edx.org/sites/default/files/school/image/banner/harvard_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AHarvardX%2BPH526x%2B3T2016&enrollment_action=enroll&email_opt_in=true,"This course bridges the gap between introductory and advanced courses in Python. While there are many excellent introductory Python courses available, most typically do not go deep enough for you to apply your Python skills to research projects. In this course, after first reviewing the basics of Python 3, we learn about tools commonly used in research settings.",4.5/5,20 Reviews,"Jukka-Pekka ""JP"" Onnela","Associate Professor of Biostatistics
Harvard University",None,FREE,4 weeks,4-8 hours per week,Computer Science,Intermediate,English,English
Human Rights: The Rights of Refugees,https://www.edx.org/course/human-rights-rights-refugees-amnesty-internationalx-rights2x,Images/https://www.edx.org/sites/default/files/course/image/promoted/rights2x_edxcourseimage_en_378x225.jpg,Amnesty InternationalX,Yes,,Yes,Missing,Take action for human rights. This course will teach you about the human rights of refugees and empower you to defend them.,Logo/https://www.edx.org/sites/default/files/school/image/logo/amnestyx-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AAmnestyInternationalX%2BRights2x%2B3T2016&enrollment_action=enroll&email_opt_in=true,"Across the world, barriers are growing. Every day people fleeing war and persecution find the door slammed in their face.
Refugees have human rights. What are these rights? Who is responsible for upholding and protecting them? How can we hold them to account?
FrenchSpanish",4/5,8 Reviews,Missing,Missing,None,FREE,3 weeks,3-5 hours per week,Social Sciences,Introductory,English,English
Introduction to DevOps: Transforming and Improving Operations,https://www.edx.org/course/introduction-devops-transforming-linuxfoundationx-lfs161x,Images/https://www.edx.org/sites/default/files/course/image/promoted/lfs161x_-_intro_to_devops_378x225.jpg,LinuxFoundationX,Yes,,Yes,https://webview.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/lfs161x_-_intro_to_devops_318x210.jpg?itok=f7SOF9nn,Learn how to transform your organization using the principles and practices of DevOps.,Logo/https://webview.edx.org/sites/default/files/school/image/logo/lf_logo_new_pantone_200x101.png,https://courses.edx.org/register?course_id=course-v1%3ALinuxFoundationX%2BLFS161x%2B2T2016&enrollment_action=enroll&email_opt_in=true,"""Introduction to DevOps: Transforming and Improving Operations” aims to help you develop a good working knowledge of the concept of DevOps, covering the foundation, principles, and practices of DevOps. This course will focus on the successful patterns used by high performance organizations over the past 10 years.
The First Way - This is a set of principles and practices that accelerate the delivery of IT services. Much of the material covered in this section will focus on Continuous Delivery and the extended principles and practices that lead to an accelerated flow.
The Second Way - This is a set of principles and practices that amplify feedback loops.  In this section we will cover the concepts of creating a problem solving culture, as well as understanding monitoring, as it applies to DevOps. A significant portion of this section will also include monitoring business metrics, and will also explain how change management applies to DevOps.
The Third Way - The patterns discussed in this section cover the concepts of organizational learning and safety culture. Items like blameless postmortems, resilience engineering, and systems thinking as they apply to DevOps will be covered in this course.",4.5/5,5 Reviews,John Willis,LinuxFoundationX,None,FREE,10 weeks,4-5 hours per week,Computer Science,Introductory,English,English
Droits humains: Les droits des réfugiés,https://www.edx.org/course/droits-humains-les-droits-des-refugies-amnesty-internationalx-rights2x,Images/https://www.edx.org/sites/default/files/course/image/promoted/rights2x_edxcourseimage_en_378x225.jpg,Amnesty InternationalX,Yes,,Yes,Missing,Agissez pour les droits humains. Ce cours vous permettra d’acquérir des connaissances sur les droits humains des personnes réfugiées et vous donnera les moyens de défendre ces droits.,Logo/https://www.edx.org/sites/default/files/school/image/logo/amnestyx-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AAmnestyInternationalX%2BRights2xFR%2B3T2016&enrollment_action=enroll&email_opt_in=true,"Aux quatre coins du globe, des barrières se dressent. Chaque jour, des personnes fuyant la guerre et les persécutions voient les portes se fermer devant eux.
Les réfugiés ont des droits humains. Quels sont ces droits ? Qui est responsable de les faire respecter et de les protéger ? Comment faire en sorte que les personnes responsables rendent des comptes ?
anglaisespagnol",4.5/5,67 Reviews,Missing,Missing,None,FREE,3 semaines,3-5 heures par semaine,Social Sciences,Introductory,Français,Français
Derechos humanos: Los derechos de las personas refugiadas,https://www.edx.org/course/derechos-humanos-los-derechos-de-las-amnesty-internationalx-rights2x,Images/https://www.edx.org/sites/default/files/course/image/promoted/rights2x_edxcourseimage_en_378x225.jpg,Amnesty InternationalX,Yes,,Yes,Missing,Actúa en favor de los derechos humanos. En este curso aprenderás sobre los derechos humanos de las personas refugiadas y te capacitarás para defenderlos.,Logo/https://www.edx.org/sites/default/files/school/image/logo/amnestyx-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AAmnestyInternationalX%2BRights2xES%2B3T2016&enrollment_action=enroll&email_opt_in=true,"En todo el mundo se están levantando barreras. A diario, las personas que huyen de la guerra y la persecución ven cómo les cierran la puerta en las narices.
Las personas refugiadas tienen derechos humanos. ¿Cuáles son esos derechos? ¿Quién es responsable de hacerlos valer y protegerlos? ¿Cómo podemos hacer que los responsables rindan cuentas?
francésinglés",4/5,3 Reviews,Missing,Missing,None,FREE,3 semanas,3-5 horas por semana,Social Sciences,Introductory,Español,Español
日本文化艺术专题 | Japanese Culture and Art,https://www.edx.org/course/japanese-culture-and-art-pekingx-03530190x,Images/https://www.edx.org/sites/default/files/course/image/promoted/course_image_378x225_12.jpg,PekingX,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/course_image_318x210_11.jpg?itok=OSTZP8aT,"本课程用人类文化学的视角深入剖析日本独特的十三种传统艺术：雕塑、雅乐、大和绘、能乐、狂言、庭园、茶道、花道、浮世绘、歌舞伎、煎茶道、香道、礼仪。|  Learn about traditional Japanese art including sculpture, Yamato, Ikebana, Kabuki and much more.",Logo/https://www.edx.org/sites/default/files/school/image/banner/peking_logo_200x101_0_0.png,https://courses.edx.org/register?course_id=course-v1%3APekingX%2B03530190x%2B3T2016&enrollment_action=enroll&email_opt_in=true,"该课程讲授13种日本传统艺术，教学内容主要分为16个部分。在讲授十二个部分的主要内容之外，主讲教师滕军还结合自己科研的最新成果和此领域的最新研究成果，阐述对日本艺术的独特的思考和归纳。还适时地用讨论的方式讲授日本传统艺术对其现代艺术的影响，如对现代日本漫画、日本动画片、日本现代雕塑、日本现代音乐的影响。并启发学生去独自地思考分析日本艺术的特色。
Incense lore
Ukiyo-e
Extravaganza
Japanese garden art
Noh
Kabuki
Yamato
Gagaku
Sculpture
Yamato
Ikebana
Kabuki",0/5,0 Reviews,Teng Jun,Peking University,None,FREE,16 weeks,1-2 hours per week,Art & Culture,Introductory,中文,中文
Cálculo Diferencial,https://www.edx.org/course/calculo-diferencial-galileox-cmath001rx,Images/https://www.edx.org/sites/default/files/course/image/promoted/calculo_v2_378x225.jpg,GalileoX,Yes,,Yes,Missing,El Cálculo marca una diferencia en la formación y capacidad de una persona para utilizar las matemáticas en otras ciencias y la ingeniería.,Logo/https://www.edx.org/sites/default/files/school/image/logo/galileox-logo-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AGalileoX%2BCMath001Rx%2B3T2016&enrollment_action=enroll&email_opt_in=true,"Podemos afirmar sin temor a equivocarnos que un buen curso de Cálculo amplía la visión del estudiante en su campo y en su área de estudio, que no pertenece necesariamente al área de física o matemática, por ejemplo en fisiología para estudiantes de medicina.
El Cálculo Diferencial es el lenguaje en el que algunas leyes de la naturaleza se expresan, por ejemplo: nos permite describir el movimiento y el cálculo de trayectorias en dinámica, nos ayuda a resolver problemas de áreas y volúmenes, a resolver problemas extremales en campos como economía y matemática financiera.",4/5,2 Reviews,Dr. Eduardo Suger,Missing,None,FREE,8 semanas,5-6 horas por semana,Math,Intermediate,Español,Español
Visual Presentation,https://www.edx.org/course/visual-presentation-ritx-skills106x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/visual_presentation_copy-378225.jpg,RITx,Yes,"Starts on September 18, 2018",Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/visual_presentation_copy-318210.jpg?itok=gQp2hkY-,"Learn how impactful images can enhance your presentation, communication and messaging to impress your audience.",Logo/https://www.edx.org/sites/default/files/school/image/logo/ritx-logo-200x101.png,https://courses.edx.org/register?course_id=course-v1%3ARITx%2BSKILLS106x%2B3T2018&enrollment_action=enroll&email_opt_in=true,"Visual elements are critical components in effective communication and presentation. The importance of imagery and how it relates to branding, memory recall, and awareness cannot be underestimated. Whether it’s a document, presentation, or video, using one relevant image can replace an entire section of text and be more impactful.",Missing,Missing,Andrea Hickerson PhD,"Director, School of Communication and Associate Professor
Rochester Institute of Technology",None,FREE,3 weeks,6-8 hours per week,Business & Management,Introductory,English,English
