Course name,Course link,Cover image,Institution,Verified,Start date,Self Paced,Video link,Short description,Course provider image(LOGO),Enroll now link,About course,Overall rating,All reviews,Instructor name,instructor details,Instructor photo,Course price,length,Effort,Subject,Level,Video transcript,Languages
,,,,,,,,,,,,,,,,,,,,,,,
Stochastic Processes: Data Analysis and Computer Simulation,https://www.edx.org/course/stochastic-processes-data-analysis-kyotoux-009x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/009x_banner_378x225.jpg,KyotoUx,Yes,,Yes,Missing,"The course deals with how to simulate and analyze stochastic processes, in particular the dynamics of small particles diffusing in a fluid.",https://www.edx.org/sites/default/files/school/image/banner/kyotoux_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AKyotoUx%2B009x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"The motion of falling leaves or small particles diffusing in a fluid is highly stochastic in nature. Therefore, such motions must be modeled as stochastic processes, for which exact predictions are no longer possible. This is in stark contrast to the deterministic motion of planets and stars, which can be perfectly predicted using celestial mechanics.",0/5,0 Reviews,Ryoichi Yamamoto,"Professor, Chemical Engineering
Kyoto University",None,FREE,6 weeks,2-3 hours per week,Physics,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Developing Dynamic Web Applications Using Angular,https://www.edx.org/course/developing-dynamic-web-applications-microsoft-dev216x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/dev216x-378225.jpg,Microsoft,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/dev216x-318210.jpg?itok=VgNws8U3,"Learn the basic concepts behind Angular and the lifecycle of an Angular component. Plus, learn about the TypeScript compiler and how it’s used with Visual Studio Code.",https://www.edx.org/sites/default/files/school/image/microsoft201x101.png,https://courses.edx.org/register?course_id=course-v1%3AMicrosoft%2BDEV216x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"If you’re a front-end developer using Angular, you’re already creating dynamic webpages for mobile and desktop web apps. Broaden your programming experience with a deeper dive into this open source framework.
In this course for developers using Angular versions 2 and greater, you’ll work through a series of sequential modules that cover increasingly complex topics. See why tried-and-true Angular does just what you need it to do, as you create sophisticated, enterprise-grade web apps that render, HTML components based on the client.",0/5,0 Reviews,Sidney Andrews,"Microsoft Certified Trainer, Cloud Applications Consultant
SeeSharpRun.NET",None,FREE,4 weeks,3-4 hours per week,Computer Science,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Drinking Water Treatment,https://www.edx.org/course/drinking-water-treatment-delftx-ctb3365dwx-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/h20_new_378x225_0.jpg,DelftX,Yes,,Yes,Missing,"Learn about urban water services, focusing on conventional technologies for drinking water treatment.",https://www.edx.org/sites/default/files/school/image/banner/delft_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3ADelftX%2BCTB3365DWx%2B2T2017&enrollment_action=enroll&email_opt_in=true,"This course focuses on conventional technologies for drinking water treatment. Unit processes, involved in the treatment chain, are discussed as well as the physical, chemical and biological processes involved. The emphasis is on the effect of treatment on water quality and the dimensions of the  unit processes in the treatment chain. After the course one should be able to recognise the process units, describe their function, and make basic calculations for a preliminary design of a drinking water treatment plant.
Introduction to drinking water treatment. In this module you learn to describe the important disciplines, schemes and evaluation criteria involved in the design phase.
Water quality. In this module you learn to identify the drinking water quality parameters to be improved and explain what treatment train or scheme is needed.
Groundwater treatment. In this module you learn to calculate the dimensions of the groundwater treatment processes and draw groundwater treatment schemes.
Surface water treatment. In this module you learn to calculate the dimensions of the surface water treatment processes and draw surface water treatment schemes.
This course in combination with the coursesIntroduction to Water and ClimateIntroduction to the Treatment of Urban Sewageorms the Water XSeries, by DelftX.
LICENSE
The course materials of this course are Copyright Delft University of Technology and are licensed under a Creative Commons Attribution-NonCommercial-ShareAlike (CC-BY-NC-SA) 4.0 International License.",4.5/5,1 Reviews,Luuk Rietveld,"Professor of Urban Water Cycle Technology
Delft University of Technology",None,FREE,7 weeks,6-8 hours per week,Engineering,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Urban Sewage Treatment,https://www.edx.org/course/urban-sewage-treatment-delftx-ctb3365stx-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/sewage_home_378x225_0.jpg,DelftX,Yes,,Yes,Missing,"Learn about urban water services, focusing on basic sewage treatment technologies.",https://www.edx.org/sites/default/files/school/image/banner/delft_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3ADelftX%2BCTB3365STx%2B2T2017&enrollment_action=enroll&email_opt_in=true,"This course will focus on basic technologies for the treatment of urban sewage. Unit processes involved in the treatment chain will be described as well as the physical, chemical and biological processes involved. There will be an emphasis on water quality and the functionality of each unit process within the treatment chain. After the course one should be able to recognise the process units, describe their function and make simple design calculations on urban sewage treatment plants.
Sewage treatment plant overview. In this module you will learn what major pollutants are present in the sewage and why we need to treat sewage prior to discharge to surface waters. The functional units will be briefly discussed
Primary treatment. In this module you learn how coarse material, sand & grit are removed from the sewage and how to design primary clarification tanks
Biological treatment. In this module you learn the basics of the carbon, nitrogen and phosphorous cycle and how biological processes are used to treat the main pollutants of concern.
Activated sludge process. In this module you learn the design principles of conventional activated sludge processes including the secondary clarifiers and aeration demand of aeration tanks.
Nitrogen and phosphorus removal. In this module you learn the principles of biological nitrogen removal as well as phosphorus removal by biological and/or chemical means.
Sludge treatment. In this module you will the design principles of sludge thickeners, digesters and dewatering facilities for the concentration and stabilisation of excess sewage sludge. Potentials for energy recovery via the produced biogas will be discussed as well as the direct anaerobic treatment of urban sewage in UASB reactors when climate conditions allow.
This course in combination with the courses ""Introduction to Water and Climate"" and ""Introduction to Drinking Water Treatment"" forms the Water XSeries, by DelftX.
LICENSE
The course materials of this course are Copyright Delft University of Technology and are licensed under a Creative Commons Attribution-NonCommercial-ShareAlike (CC-BY-NC-SA) 4.0 International License.",0/5,0 Reviews,Jules van Lier,"Professor, Sanitary Engineering
Delft University of Technology",None,FREE,7 weeks,6-8 hours per week,Engineering,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Discovering the Instruments of the Orchestra,https://www.edx.org/course/discovering-instruments-orchestra-juilliardx-jx003x,Images/https://www.edx.org/sites/default/files/course/image/promoted/orchestra_378x225.jpg,JuilliardX,Yes,,Yes,Missing,"Learn to hear and appreciate the nuances of each instrument in the orchestra, enabling you to listen more deeply to any kind of music.",https://www.edx.org/sites/default/files/school/image/juilliard_logo_200x101.png,https://courses.edx.org/register?course_id=course-v1%3AJuilliardX%2BJX003x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"The world’s greatest orchestras have the incredible ability to sound so unified they feel like one single instrument. Listening to the music of an orchestra can feel invigorating, exciting, and life-affirming all at the same time. But how do you learn to hear and appreciate the nuances of each instrument? How have the instruments that make up an orchestra evolved and improved over time?",0/5,0 Reviews,Dr. L. Michael Griffel,"Chairperson, Music History Department
The Juilliard School",None,FREE,4 weeks,2-3 hours per week,Music,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Healthy Ageing in 6 Steps. Let your environment do the work.,https://www.edx.org/course/healthy-ageing-6-steps-let-environment-delftx-eit001x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/arch_eit001x_2120p_8.png,DelftX,Yes,,Yes,Missing,"Learn how to make healthy choices and adjustments to your lifestyle and environment to help you live a healthier, happier and longer life.",https://www.edx.org/sites/default/files/school/image/banner/delft_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3ADelftX%2BEIT001x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"Many health complaints, such as cardiovascular disease, diabetes or joint problems seem inescapable diseases of old-age, but originate mostly from our lifestyle. A lifestyle that is largely dictated by our environment. The mismatch between our 'old' genes - our evolutionary heritage - and the 'modern' environment is the reason that we cannot resist the constant stimuli that seduce us to make unhealthy choices. Do's and don'ts cannot help us. ",4.5/5,3 Reviews,"David van Bodegom MA, MD, PhD",Leyden Academy on Vitality and Ageing,None,FREE,6 weeks,2-3 hours per week,Health & Safety,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Linear Algebra - Foundations to Frontiers,https://www.edx.org/course/linear-algebra-foundations-frontiers-utaustinx-ut-5-05x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/ut.5.01x_378x225.jpg,UTAustinX,Yes,Future Dates To Be Announced,No,Missing,Learn the mathematics behind linear algebra and link it to matrix software development.,https://www.edx.org/sites/default/files/school/image/utaustinx-logo-200x101b.png,https://courses.edx.org/register?course_id=course-v1%3AUTAustinX%2BUT.5.05x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"Linear Algebra: Foundations to Frontiers (LAFF) is packed full of challenging, rewarding material that is essential for mathematicians, engineers, scientists, and anyone working with large datasets. Students appreciate our unique approach to teaching linear algebra because:
It’s visual.
It connects hand calculations, mathematical abstractions, and computer programming.
It illustrates the development of mathematical theory. 
It’s applicable.",4.5/5,151 Reviews,Maggie Myers,"Lecturer, Department of Statistics and Data Sciences
The University of Texas at Austin",None,FREE,15 weeks,6-10 hours per week,Math,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Perform at Your Best: Foundations of Performance Psychology,https://www.edx.org/course/perform-best-foundations-performance-juilliardx-jx004x,Images/https://www.edx.org/sites/default/files/course/image/promoted/performance_378x225.jpg,JuilliardX,Yes,,Yes,Missing,Learn performance psychology fundamentals that will help you overcome anxiety and perform at your very best under pressure.,https://www.edx.org/sites/default/files/school/image/juilliard_logo_200x101.png,https://courses.edx.org/register?course_id=course-v1%3AJuilliardX%2BJX004x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"Have you ever wondered why you can play at a high level when you're practicing alone at home, but as soon as you play in front of other people, your hands start shaking, your heart starts racing, and everything begins to fall apart?
If you have ever felt crippled by anxiety, this four-module course is your first step to developing the psychological skills that will help you perform at your best under pressure.


Practice that Sticks;
Beating Anxiety;
Getting (and Staying) in the Zone.",3.5/5,1 Reviews,Dr. Noa Kageyama,"Performance Psychologist
The Juilliard School",None,FREE,4 weeks,1-2 hours per week,Music,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
"Piano Preludes: Bach, Chopin, and Debussy",https://www.edx.org/course/piano-preludes-bach-chopin-debussy-juilliardx-jx002x,Images/https://www.edx.org/sites/default/files/course/image/promoted/piano2.jpg,JuilliardX,Yes,,Yes,Missing,Get back to playing piano and improve your skills by learning three well-known classical pieces with guidance by Dr. Michael Shinn.,https://webview.edx.org/sites/default/files/school/image/juilliard_logo_200x101.png,https://courses.edx.org/register?course_id=course-v1%3AJuilliardX%2BJx002x%2B3T2017&enrollment_action=enroll&email_opt_in=true,"Preludes are short works of music that have varied in form and style throughout the past three centuries. In this course, you will learn three famous preludes, each from a different era; the first was written by Bach, the second by Chopin, and third by Debussy.

Watch videos of Juilliard-trained pianists playing each piece, listen to lectures that offer instructional tips, explore the rich history of the prelude as a musical genre, and delve into media-rich lessons that will teach you a step-by-step approach to learning each new work.

You will boost your piano technique and build practice skills that will inspire and enrich your playing for years to come.",0/5,0 Reviews,Dr. Michael Shinn,"Director of Keyboard Curriculum
The Juilliard School",None,FREE,6 weeks,1-2 hours per week,Music,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Portfolio Management & Governance,https://www.edx.org/course/portfolio-management-governance-uwashingtonx-pm-it-002x,Images/https://www.edx.org/sites/default/files/course/image/promoted/2_uw_pm-it_course2_2120x1192.png,UWashingtonX,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/2_uw_pm-it_course2_2120x1192.png?itok=pkrwTgin,"Learn how a Project Management Office (PMO) works, discover techniques to monitor and control projects and find out how to keep your project portfolio healthy.",https://www.edx.org/sites/default/files/school/image/banner/uw_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AUWashingtonX%2BPM-IT-002x%2B1T2017&enrollment_action=enroll&email_opt_in=true,"What is a PMO, and how does it work?
This course focuses on the Project Management Office (PMO) and the governance techniques used to monitor and control the delivery of projects and programs.
You’ll learn all about Portfolio management and the different kinds of PMOs in use today. You’ll also explore various approaches for building, maintaining and closing a PMO, as well as monitoring techniques to ensure that projects are completed successfully.",4.5/5,1 Reviews,Luke Panezich,"Instructor of Project Management
University of Washington",None,FREE,4 weeks,2-5 hours per week,Business & Management,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Algorithm Design and Analysis,https://www.edx.org/course/algorithm-design-analysis-pennx-sd3x,Images/https://www.edx.org/sites/default/files/course/image/promoted/sd3x_378x225.jpg,PennX,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/sd3x.jpg?itok=1dkj6jnX,Learn about the core principles of computer science: algorithmic thinking and computational problem solving.,https://www.edx.org/sites/default/files/school/image/pennx-logo12012015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3APennX%2BSD3x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"How do you optimally encode a text file? How do you find shortest paths in a map? How do you design a communication network? How do you route data in a network? What are the limits of efficient computation?
This course, part of the Computer Science Essentials for Software Development Professional Certificate program, is an introduction to design and analysis of algorithms, and answers along the way these and many other interesting computational questions.",2.5/5,1 Reviews,Sampath Kannan,"Henry Salvatori Professor and Department Chair, Computer and Information Science
University of Pennsylvania",None,FREE,4 weeks,6-8 hours per week,Computer Science,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Troubleshooting Microsoft Exchange Server 2016,https://www.edx.org/course/troubleshooting-microsoft-exchange-microsoft-cld246x,Images/https://www.edx.org/sites/default/files/course/image/promoted/cld246x_378x225.jpg,Microsoft,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/cld246x_318x210.jpg?itok=9R2pVsgx,Learn how to support and troubleshoot the various components of Microsoft Exchange Server 2016.,https://www.edx.org/sites/default/files/school/image/microsoft201x101.png,https://courses.edx.org/register?course_id=course-v1%3AMicrosoft%2BCLD246x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"In this training course, you will learn how to troubleshoot the various components of Microsoft Exchange Server 2016.

The 2016 update of Microsoft Exchange Server brought a new set of technologies, features, and services to Exchange Server - the messaging platform that provides email, scheduling, and tools for custom collaboration and messaging service applications.

In this course, you'll explore client access connectivity, mailbox database issues, transport troubleshooting, and the underlying details of hybrid configurations of Exchange.",0/5,0 Reviews,Brian Svidergol,"Technical Consultant
Self Employed",None,FREE,4 weeks,2-4 hours per week,Computer Science,Advanced,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Working in Teams: A Practical Guide,https://www.edx.org/course/working-teams-practical-guide-uqx-teams101x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/teams101x-banner.jpg,UQx,Yes,,Yes,Missing,"Learn how to build effective teams, be a great team player and manage team conflict.",https://www.edx.org/sites/default/files/school/image/banner/queensland_logo_200x101_0_0.png,https://courses.edx.org/register?course_id=course-v1%3AUQx%2BTeams101x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"Teamwork is an essential component of most professional activities in the modern world. But what makes an effective team?
This course is an introduction to teamwork skills for all disciplines that will help you improve your own performance and that of your team.",4.5/5,5 Reviews,Lydia Kavanagh,"Associate Professor
The University of Queensland",None,FREE,4 weeks,6-8 hours per week,Humanities,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Personnel Management for Public Libraries,https://www.edx.org/course/personnel-management-public-libraries-michiganx-publib603x,Images/https://www.edx.org/sites/default/files/course/image/promoted/rsz_603x_378x225.jpg,MichiganX,Yes,,Yes,https://webview.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/rsz_603x_318x210.jpg?itok=nXg_kdfl,Learn the foundational principles of personnel management and leadership.,https://webview.edx.org/sites/default/files/school/image/michiganx-logo12012015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AMichiganX%2BPUBLIB603x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"This course, part of the Public Library Management Professional Certificate program, will explore skills needed for hiring and evaluating personnel to reflect your library's mission through an organizational culture that will thrive in your community.
Learners will understand the legal considerations when managing a diverse workforce.",0/5,0 Reviews,Josie Barnes Parker,"Director
Ann Arbor District Library, Michigan",None,FREE,4 weeks,2-4 hours per week,Art & Culture,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Liderazgo para mandos intermedios,https://www.edx.org/course/liderazgo-para-mandos-intermedios-upvalenciax-lider201-3x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/lider201.3x_thumbnail_378x225.jpg,UPValenciaX,Yes,,Yes,Missing,"Conoce los diferentes estilos de liderazgo, aprende a ser un líder eficaz y establece un plan personal para mejorar tus habilidades como líder.",https://www.edx.org/sites/default/files/school/image/upv_200x101.jpg,https://courses.edx.org/register?course_id=course-v1%3AUPValenciaX%2BLIDER201.3x%2B3T2017&enrollment_action=enroll&email_opt_in=true,En este curso conocerás diferentes estilos de liderazgo y las situaciones en las que son más adecuados; reflexionarás sobre las capacidades personales para ejercer un liderazgo eficaz; analizarás tu competencia transversal “liderazgo” y establecerás un plan de trabajo personal para mejorar tus habilidades como líder y convertirte en un líder eficaz.,4.5/5,5 Reviews,Dr. Juan A. Marin-García,"Profesor titular, Organización de Empresas
Universitat Politécnica de Valencia",None,FREE,6 semanas,4 horas por semana,Business & Management,Intermediate,Español,Español
,,,,,,,,,,,,,,,,,,,,,,,
Islamic Finance and Banking: Modes of Finance,https://www.edx.org/course/islamic-finance-banking-modes-finance-irtix-ifb102x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/courseimage_378x225.jpg,IRTIx,Yes,,Yes,https://webview.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/courseimage_318x210.jpg?itok=htsFs4ZQ,"Learn about the different modes of Islamic Finance and the applications, management and risk involved with each.",https://webview.edx.org/sites/default/files/school/image/irti-logo12022015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AIRTIx%2BIFB102x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"This Islamic finance and banking course gives an overview of the Islamic modes of finance. In this course, you will learn about Murabaha, Ijarah, Salam, Iistisjna, and Istisjrar modes of finance and their applications, management, the risks involved, and the mitigation measures.
You will also learn about the nature of Islamic banking systems and categories of Islamic Financial Institutions (IFIs).",04-May,2 Reviews,Azmi Omar,"Director General
Islamic Research and Training Institute",None,FREE,4 weeks,3-4 hours per week,Economics & Finance,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
"Social Work Practice in Community Organization, Management and Policy/Evaluation",https://www.edx.org/course/social-work-practice-community-michiganx-sw560x,Images/https://www.edx.org/sites/default/files/course/image/promoted/ssw_micromaster_560_communityorganization_378x225.jpg,MichiganX,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/ssw_micromaster_560_communityorganization_318x210.jpg?itok=X--uXTGq,Learn about macro social work and how to have large scale impact on entire communities and systems of care.,https://www.edx.org/sites/default/files/school/image/michiganx-logo12012015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AMichiganX%2BSW560x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"In this social science course we will discuss various methods, strategies and skills within macro social work practice, used to help identify and address needs on a larger scale. You will gain knowledge and skills in the areas of community organizing, management, and policy advocacy, and learn about the various roles social workers play within these areas. This course will provide an appreciation of the historical and contemporary importance of these social work methods and the relevance of these methods for diverse populations and identities.
understanding the context of macro practice;
identifying community and organizational interventions to address social needs and problems;
organizing and building relationships within communities and organizations;
organization-based and community-based policy making, planning, and program development.
MichiganX",04-May,2 Reviews,Barbara Hiltz,"Clinical Assistant Professor, School of Social Work
University of Michigan",None,FREE,8 weeks,8-10 hours per week,Social Sciences,Advanced,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Case Studies in Continuous Educational Improvement,https://www.edx.org/course/case-studies-continuous-educational-michiganx-leaded504x,Images/https://www.edx.org/sites/default/files/course/image/promoted/mm_soe_casestudies378x225.jpg,MichiganX,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/mm_soe_casestudies318x210.jpg?itok=zdDdKsMS,Learn about leading approaches to continuous educational improvement through case studies of educational innovation.,https://www.edx.org/sites/default/files/school/image/michiganx-logo12012015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AMichiganX%2BLeadEd504x%2B1T2017&enrollment_action=enroll&email_opt_in=true,"With principles of improvement science as a foundation, new knowledge about the continuous improvement of educational innovations is rapidly emerging among communities of educational professionals and researchers, as they work together in new ways to solve practical problems, improve student performance, and reduce achievement gaps.
Design-Based Implementation Research
Implementation Science
Networked Improvement Communities",0/5,0 Reviews,Donald J. Peurach,"Associate Professor of Educational Policy, Leadership, and Innovation in the School of Education
University of Michigan",None,FREE,8 weeks,2-4 hours/week,Education & Teacher Training,Advanced,English,English
,,,,,,,,,,,,,,,,,,,,,,,
The Psychology of Criminal Justice,https://www.edx.org/course/psychology-criminal-justice-uqx-crime101x-3,Images/https://www.edx.org/sites/default/files/course/image/promoted/crime-378x225_0.jpg,UQx,Yes,,Yes,Missing,Learn how behavioural science can improve our criminal justice system.,https://www.edx.org/sites/default/files/school/image/banner/queensland_logo_200x101_0_0.png,https://courses.edx.org/register?course_id=course-v1%3AUQx%2BCrime101x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"This course systematically explores the effectiveness of the law and justice system from a psychological perspective. By experiencing a fictional case first hand, you will learn about the psychology of law and some of the misconceptions commonly held about criminal justice. ",05-May,12 Reviews,Blake McKimmie,"Associate Professor
The University of Queensland",None,FREE,8 weeks,1-2 hours per week,Social Sciences,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
IELTS Academic Test Preparation,https://www.edx.org/course/ielts-academic-test-preparation-uqx-ieltsx-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/ielts101x-378x225.jpg,UQx,Yes,,Yes,Missing,"Prepare for the IELTS Academic tests in this comprehensive, self-paced course covering listening, speaking, reading and writing.",https://www.edx.org/sites/default/files/school/image/banner/queensland_logo_200x101_0_0.png,https://courses.edx.org/register?course_id=course-v1%3AUQx%2BIELTSx%2B2T2017&enrollment_action=enroll&email_opt_in=true,"IELTS is the world's most popular English language test for those wanting to study in higher education in an English-speaking country.
This IELTS course will prepare you to take the IELTS Academic tests with confidence. You will have immediate access to over 80 hours of interactive practice materials covering each of the four skills: listening, speaking, reading and writing.",4.5/5,135 Reviews,Iain Mathieson,Missing,None,FREE,8 weeks,5-10 hours per week,Communication,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
The Immune System: New Developments in Research - Part 1,https://www.edx.org/course/immune-system-new-developments-research-osakaux-bio101x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/the-immune-system-new-developments-in-research_n_378x225.jpg,OsakaUx,Yes,,Yes,Missing,Basic principles of immunology including the latest topics leading to novel therapeutic approaches.,https://www.edx.org/sites/default/files/school/image/osakaux_logo200x101.jpg,https://courses.edx.org/register?course_id=course-v1%3AOsakaX%2BBIO101x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"This course will provide fundamental knowledge in immunology as well as some advanced topics from cutting-edge research results, such as cancer immunotherapy and novel vaccine development.
Immunity is the body’s system of protection from attack by pathogens such as bacteria and viruses. Immunology has a long history, and researchers around the world faced with the “enemies of human life” have solved numerous immunological mysteries, and contributed to a paradigm shift in immunology. Nonetheless, it is as yet unknown how certain diseases like AIDS, influenza and allergies can be completely conquered. The latest immunological research is revealing that immunity is also strongly correlated with an increasing number of other diseases such as cancer, arteriosclerosis and diabetes. If we could fully understand the mechanism of immunity, we should be able to treat such diseases. We would like to introduce basic knowledge of immunology revealed by past research and share our insights on the latest findings with you for the future development of immunology.",Missing,Missing,Masayuki Miyasaka,"Guest Professor, Immunology Frontier Research Center
Osaka University",None,FREE,5 weeks,4-6 hours per week,Biology & Life Sciences,Introductory,,English
,,,,,,,,,,,,,,,,,,,,,,,
Fundamentos de Electromagnetismo para Ingeniería,https://www.edx.org/course/fundamentos-de-electromagnetismo-para-upvalenciax-ffi101-2x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/fundamentos-de-electromagnetismo-para-ingenieria_378x225.jpg,UPValenciaX,Yes,,Yes,Missing,"Trataremos las causas y las leyes de la interacción electromagnética. Veremos el campo eléctrico, el magnético y la inducción magnética.",https://www.edx.org/sites/default/files/school/image/upv_200x101.jpg,https://courses.edx.org/register?course_id=course-v1%3AUPValenciaX%2BFFI101.2x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"En este curso se investigan las causas y se definen las leyes de la interacción electromagnética. Esta interacción es una de las más importantes que caracterizan nuestra vida diaria, ya que muchos de los fenómenos que se observan a nuestro alrededor, incluidos los químicos y biológicos, son debidos a la interacción electromagnética entre átomos y moléculas. Este curso se centra en analizar el origen de esta interacción y describir las leyes físicas que la gobiernan. ",3.5/5,4 Reviews,Pilar Candelas Valiente,Missing,None,FREE,7 weeks,4 horas a la semana,Physics,Introductory,Español,Español
,,,,,,,,,,,,,,,,,,,,,,,
Financial Analysis for Decision Making,https://www.edx.org/course/financial-analysis-decision-making-babsonx-bpet-finx-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/courseimages_0002_finance_378x225.jpg,BabsonX,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/courseimages_0002_finance_318x210.jpg?itok=MDOP0f1m,Learn how to analyze business opportunities for their financial viability and secure funding to start and grow your business.,https://www.edx.org/sites/default/files/school/image/babson_logo_200x101.png,https://courses.edx.org/register?course_id=course-v1%3ABabsonX%2BBPET.FINx%2B2T2017SP&enrollment_action=enroll&email_opt_in=true,"How do you find the money necessary to effectively manage your business? How do you know if a business opportunity is worthwhile? When should you invest in a stock, bond or company? Do you fear the financial side of growing your organization?
This finance course will take the mystery out of financial analysis and help you make the right business decisions. In order to establish your company you need to secure funding. Once you have money, you need to determine the most efficient and effective use of your capital. You also need to have the knowledge to have professional and engaging conversations with finance professionals who control access to funding.",4.5/5,1 Reviews,Mark Potter,"Professor of Finance
Babson College",None,FREE,4 weeks,2-4 hours per week,Business & Management,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
L’eau et les sols - Hydrodynamique des milieux poreux,https://www.edx.org/course/leau-et-les-sols-hydrodynamique-des-louvainx-louv18x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/louv18x_course_image_378x225.jpg,LouvainX,Yes,,Yes,Missing,"Le premier MOOC en français sur la compréhension des flux d’eau dans les sols. Son but : comprendre, caractériser et modéliser l’hydrodynamique des sols.",https://www.edx.org/sites/default/files/school/image/banner/ucl-logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3ALouvainX%2BLouv18x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"Comment l’eau de pluie s'infiltre-t-elle dans le sol (et quelle partie ruisselle) ? Quelle est la recharge d’une nappe ? Quelle quantité d’eau un sol peut-il retenir ? Quelle sont les directions des flux de polluants dans un sol ?
Ce cours vous donnera les clés pour comprendre, modéliser et mesurer les processus de transferts de l’eau dans le sol.
En collaboration avec",0/5,0 Reviews,Mathieu Javaux,"Professeur
Université catholique de Louvain, Belgique",None,FREE,8 semaines,4-7 heures par semaine,Engineering,Advanced,Français,Français
,,,,,,,,,,,,,,,,,,,,,,,
